"No.","Time","Source","Destination","Protocol","Length","Info"
"45","0.413820","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34165; Unit:   1, Func:  16: Write Multiple Registers"
"46","0.469099","3Com_78:9b:01","Spanning-tree-(for-bridges)_00","STP","64","RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001"
"47","0.513346","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34166; Unit:   1, Func:   2: Read Discrete Inputs"
"48","0.513908","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34166; Unit:   1, Func:   2: Read Discrete Inputs"
"49","0.514579","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34167; Unit:   1, Func:  15: Write Multiple Coils"
"50","0.514950","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34167; Unit:   1, Func:  15: Write Multiple Coils"
"51","0.515424","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34168; Unit:   1, Func:   4: Read Input Registers"
"52","0.515789","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34168; Unit:   1, Func:   4: Read Input Registers"
"53","0.516392","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34169; Unit:   1, Func:   3: Read Holding Registers"
"54","0.516723","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34169; Unit:   1, Func:   3: Read Holding Registers"
"55","0.517075","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34170; Unit:   1, Func:  16: Write Multiple Registers"
"56","0.517383","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34170; Unit:   1, Func:  16: Write Multiple Registers"
"57","0.617355","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34171; Unit:   1, Func:   2: Read Discrete Inputs"
"58","0.617894","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34171; Unit:   1, Func:   2: Read Discrete Inputs"
"59","0.618543","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34172; Unit:   1, Func:  15: Write Multiple Coils"
"60","0.618910","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34172; Unit:   1, Func:  15: Write Multiple Coils"
"61","0.619366","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34173; Unit:   1, Func:   4: Read Input Registers"
"62","0.619736","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34173; Unit:   1, Func:   4: Read Input Registers"
"63","0.620314","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34174; Unit:   1, Func:   3: Read Holding Registers"
"64","0.620641","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34174; Unit:   1, Func:   3: Read Holding Registers"
"65","0.620990","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34175; Unit:   1, Func:  16: Write Multiple Registers"
"66","0.621311","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34175; Unit:   1, Func:  16: Write Multiple Registers"
"67","0.634473","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"68","0.721380","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34176; Unit:   1, Func:   2: Read Discrete Inputs"
"69","0.722054","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34176; Unit:   1, Func:   2: Read Discrete Inputs"
"70","0.722553","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34177; Unit:   1, Func:  15: Write Multiple Coils"
"71","0.723149","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34177; Unit:   1, Func:  15: Write Multiple Coils"
"72","0.723542","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34178; Unit:   1, Func:   4: Read Input Registers"
"73","0.724001","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34178; Unit:   1, Func:   4: Read Input Registers"
"74","0.724485","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34179; Unit:   1, Func:   3: Read Holding Registers"
"75","0.724863","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34179; Unit:   1, Func:   3: Read Holding Registers"
"76","0.725210","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34180; Unit:   1, Func:  16: Write Multiple Registers"
"77","0.725600","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34180; Unit:   1, Func:  16: Write Multiple Registers"
"78","0.825272","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34181; Unit:   1, Func:   2: Read Discrete Inputs"
"79","0.825800","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34181; Unit:   1, Func:   2: Read Discrete Inputs"
"80","0.825921","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34182; Unit:   1, Func:  15: Write Multiple Coils"
"81","0.826283","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34182; Unit:   1, Func:  15: Write Multiple Coils"
"82","0.826373","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34183; Unit:   1, Func:   4: Read Input Registers"
"83","0.827346","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34183; Unit:   1, Func:   4: Read Input Registers"
"84","0.827452","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34184; Unit:   1, Func:   3: Read Holding Registers"
"85","0.827844","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34184; Unit:   1, Func:   3: Read Holding Registers"
"86","0.827949","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34185; Unit:   1, Func:  16: Write Multiple Registers"
"87","0.828253","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34185; Unit:   1, Func:  16: Write Multiple Registers"
"88","0.928381","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34186; Unit:   1, Func:   2: Read Discrete Inputs"
"89","0.942356","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34186; Unit:   1, Func:   2: Read Discrete Inputs"
"90","0.942726","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34187; Unit:   1, Func:  15: Write Multiple Coils"
"91","0.943250","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34187; Unit:   1, Func:  15: Write Multiple Coils"
"92","0.943537","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34188; Unit:   1, Func:   4: Read Input Registers"
"93","0.943926","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34188; Unit:   1, Func:   4: Read Input Registers"
"94","0.944249","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34189; Unit:   1, Func:   3: Read Holding Registers"
"95","0.944600","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34189; Unit:   1, Func:   3: Read Holding Registers"
"96","0.944919","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34190; Unit:   1, Func:  16: Write Multiple Registers"
"97","0.945244","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34190; Unit:   1, Func:  16: Write Multiple Registers"
"98","1.045463","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34191; Unit:   1, Func:   2: Read Discrete Inputs"
"99","1.046049","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34191; Unit:   1, Func:   2: Read Discrete Inputs"
"100","1.046455","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34192; Unit:   1, Func:  15: Write Multiple Coils"
"101","1.046990","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34192; Unit:   1, Func:  15: Write Multiple Coils"
"102","1.047177","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34193; Unit:   1, Func:   4: Read Input Registers"
"103","1.047689","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34193; Unit:   1, Func:   4: Read Input Registers"
"104","1.047918","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34194; Unit:   1, Func:   3: Read Holding Registers"
"105","1.048378","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34194; Unit:   1, Func:   3: Read Holding Registers"
"106","1.048606","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34195; Unit:   1, Func:  16: Write Multiple Registers"
"107","1.049065","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34195; Unit:   1, Func:  16: Write Multiple Registers"
"108","1.148462","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34196; Unit:   1, Func:   2: Read Discrete Inputs"
"109","1.149375","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34196; Unit:   1, Func:   2: Read Discrete Inputs"
"110","1.150025","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34197; Unit:   1, Func:  15: Write Multiple Coils"
"111","1.150775","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34197; Unit:   1, Func:  15: Write Multiple Coils"
"112","1.151253","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34198; Unit:   1, Func:   4: Read Input Registers"
"113","1.151883","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34198; Unit:   1, Func:   4: Read Input Registers"
"114","1.152366","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34199; Unit:   1, Func:   3: Read Holding Registers"
"115","1.152975","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34199; Unit:   1, Func:   3: Read Holding Registers"
"116","1.153312","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34200; Unit:   1, Func:  16: Write Multiple Registers"
"117","1.153935","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34200; Unit:   1, Func:  16: Write Multiple Registers"
"118","1.253503","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34201; Unit:   1, Func:   2: Read Discrete Inputs"
"119","1.254072","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34201; Unit:   1, Func:   2: Read Discrete Inputs"
"120","1.254581","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34202; Unit:   1, Func:  15: Write Multiple Coils"
"121","1.254935","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34202; Unit:   1, Func:  15: Write Multiple Coils"
"122","1.255198","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34203; Unit:   1, Func:   4: Read Input Registers"
"123","1.255509","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34203; Unit:   1, Func:   4: Read Input Registers"
"124","1.255849","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34204; Unit:   1, Func:   3: Read Holding Registers"
"125","1.256180","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34204; Unit:   1, Func:   3: Read Holding Registers"
"126","1.256541","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34205; Unit:   1, Func:  16: Write Multiple Registers"
"127","1.256831","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34205; Unit:   1, Func:  16: Write Multiple Registers"
"128","1.356392","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34206; Unit:   1, Func:   2: Read Discrete Inputs"
"129","1.357051","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34206; Unit:   1, Func:   2: Read Discrete Inputs"
"130","1.357711","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34207; Unit:   1, Func:  15: Write Multiple Coils"
"131","1.358294","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34207; Unit:   1, Func:  15: Write Multiple Coils"
"132","1.358700","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34208; Unit:   1, Func:   4: Read Input Registers"
"133","1.359149","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34208; Unit:   1, Func:   4: Read Input Registers"
"134","1.359754","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34209; Unit:   1, Func:   3: Read Holding Registers"
"135","1.360253","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34209; Unit:   1, Func:   3: Read Holding Registers"
"136","1.360668","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34210; Unit:   1, Func:  16: Write Multiple Registers"
"137","1.361156","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34210; Unit:   1, Func:  16: Write Multiple Registers"
"138","1.461482","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34211; Unit:   1, Func:   2: Read Discrete Inputs"
"139","1.462150","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34211; Unit:   1, Func:   2: Read Discrete Inputs"
"140","1.462811","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34212; Unit:   1, Func:  15: Write Multiple Coils"
"141","1.463430","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34212; Unit:   1, Func:  15: Write Multiple Coils"
"142","1.463781","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34213; Unit:   1, Func:   4: Read Input Registers"
"143","1.464460","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34213; Unit:   1, Func:   4: Read Input Registers"
"144","1.464800","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34214; Unit:   1, Func:   3: Read Holding Registers"
"145","1.465280","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34214; Unit:   1, Func:   3: Read Holding Registers"
"146","1.465619","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34215; Unit:   1, Func:  16: Write Multiple Registers"
"147","1.466016","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34215; Unit:   1, Func:  16: Write Multiple Registers"
"148","1.565320","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34216; Unit:   1, Func:   2: Read Discrete Inputs"
"149","1.565806","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34216; Unit:   1, Func:   2: Read Discrete Inputs"
"150","1.566056","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34217; Unit:   1, Func:  15: Write Multiple Coils"
"151","1.566367","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34217; Unit:   1, Func:  15: Write Multiple Coils"
"152","1.566536","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34218; Unit:   1, Func:   4: Read Input Registers"
"153","1.566826","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34218; Unit:   1, Func:   4: Read Input Registers"
"154","1.567031","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34219; Unit:   1, Func:   3: Read Holding Registers"
"155","1.567311","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34219; Unit:   1, Func:   3: Read Holding Registers"
"156","1.567516","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34220; Unit:   1, Func:  16: Write Multiple Registers"
"157","1.567797","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34220; Unit:   1, Func:  16: Write Multiple Registers"
"158","1.593165","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans:  3535; Unit:   1, Func:  16: Write Multiple Registers"
"159","1.657064","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"160","1.667360","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34221; Unit:   1, Func:   2: Read Discrete Inputs"
"161","1.668078","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34221; Unit:   1, Func:   2: Read Discrete Inputs"
"162","1.668980","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34222; Unit:   1, Func:  15: Write Multiple Coils"
"163","1.670243","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34222; Unit:   1, Func:  15: Write Multiple Coils"
"164","1.670379","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34223; Unit:   1, Func:   4: Read Input Registers"
"165","1.671187","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34223; Unit:   1, Func:   4: Read Input Registers"
"166","1.671279","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34224; Unit:   1, Func:   3: Read Holding Registers"
"167","1.672518","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34224; Unit:   1, Func:   3: Read Holding Registers"
"168","1.672947","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34225; Unit:   1, Func:  16: Write Multiple Registers"
"169","1.673919","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34225; Unit:   1, Func:  16: Write Multiple Registers"
"170","1.774512","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34226; Unit:   1, Func:   2: Read Discrete Inputs"
"171","1.775127","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34226; Unit:   1, Func:   2: Read Discrete Inputs"
"172","1.775728","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34227; Unit:   1, Func:  15: Write Multiple Coils"
"173","1.776153","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34227; Unit:   1, Func:  15: Write Multiple Coils"
"174","1.776529","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34228; Unit:   1, Func:   4: Read Input Registers"
"175","1.776890","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34228; Unit:   1, Func:   4: Read Input Registers"
"176","1.777550","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34229; Unit:   1, Func:   3: Read Holding Registers"
"177","1.777910","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34229; Unit:   1, Func:   3: Read Holding Registers"
"178","1.778378","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34230; Unit:   1, Func:  16: Write Multiple Registers"
"179","1.795966","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34230; Unit:   1, Func:  16: Write Multiple Registers"
"180","1.896457","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34231; Unit:   1, Func:   2: Read Discrete Inputs"
"181","1.897269","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34231; Unit:   1, Func:   2: Read Discrete Inputs"
"182","1.897894","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34232; Unit:   1, Func:  15: Write Multiple Coils"
"183","1.898591","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34232; Unit:   1, Func:  15: Write Multiple Coils"
"184","1.898949","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34233; Unit:   1, Func:   4: Read Input Registers"
"185","1.899346","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34233; Unit:   1, Func:   4: Read Input Registers"
"186","1.899795","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34234; Unit:   1, Func:   3: Read Holding Registers"
"187","1.900237","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34234; Unit:   1, Func:   3: Read Holding Registers"
"188","1.900604","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34235; Unit:   1, Func:  16: Write Multiple Registers"
"189","1.901101","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34235; Unit:   1, Func:  16: Write Multiple Registers"
"190","2.001535","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34236; Unit:   1, Func:   2: Read Discrete Inputs"
"191","2.002094","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 34236; Unit:   1, Func:   2: Read Discrete Inputs"
"192","2.002796","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 34237; Unit:   1, Func:  15: Write Multiple Coils"
"193","2.003174","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34237; Unit:   1, Func:  15: Write Multiple Coils"
"194","2.003654","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34238; Unit:   1, Func:   4: Read Input Registers"
"195","2.004014","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34238; Unit:   1, Func:   4: Read Input Registers"
"196","2.004543","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 34239; Unit:   1, Func:   3: Read Holding Registers"
"197","2.004871","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 34239; Unit:   1, Func:   3: Read Holding Registers"
"198","2.005224","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 34240; Unit:   1, Func:  16: Write Multiple Registers"
"199","2.005547","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 34240; Unit:   1, Func:  16: Write Multiple Registers"
